id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
6636,2019-10-01,2019-11-01,Month-to-month,No,Mailed check,70.85,70.85,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,1
6638,2016-12-01,2019-11-01,One year,Yes,Credit card (automatic),85.95,3110.1,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,1
6640,2019-09-01,2020-01-01,Month-to-month,Yes,Electronic check,73.9,280.85,Fiber optic,No,No,Yes,No,No,No,Male,0,No,No,No,1
6642,2019-06-01,,Month-to-month,Yes,Electronic check,45.45,411.75,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
6644,2019-04-01,,Month-to-month,Yes,Credit card (automatic),20.0,198.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6646,2019-12-01,,Month-to-month,No,Mailed check,49.2,103.7,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,0
6648,2015-01-01,2019-11-01,Two year,Yes,Bank transfer (automatic),109.45,6144.55,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,1
6650,2015-11-01,,Two year,Yes,Credit card (automatic),83.25,4089.45,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
6652,2016-04-01,,Two year,Yes,Mailed check,19.25,864.2,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
6654,2020-01-01,,Month-to-month,Yes,Bank transfer (automatic),19.65,19.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6656,2016-04-01,,Month-to-month,No,Bank transfer (automatic),72.8,3249.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
6658,2015-12-01,,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
6660,2015-09-01,,Month-to-month,No,Credit card (automatic),65.0,3363.8,DSL,No,Yes,No,Yes,Yes,No,Male,0,Yes,Yes,No,0
6662,2015-01-01,,Month-to-month,Yes,Electronic check,114.1,7132.15,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
6664,2019-09-01,,Month-to-month,No,Bank transfer (automatic),20.65,93.55,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6666,2016-03-01,,One year,Yes,Bank transfer (automatic),86.95,4138.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
6668,2015-08-01,,One year,Yes,Bank transfer (automatic),94.75,5121.75,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,No,No,Yes,0
6670,2018-07-01,,Month-to-month,Yes,Credit card (automatic),25.35,566.1,DSL,No,No,No,No,No,No,Male,0,No,Yes,No,0
6672,2017-12-01,,Two year,Yes,Electronic check,105.45,2715.3,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,Yes,No,0
6674,2014-04-01,,Two year,No,Mailed check,25.4,1782.05,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
6676,2018-09-01,,Month-to-month,Yes,Electronic check,102.55,1742.5,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
6678,2017-04-01,2019-10-01,Month-to-month,Yes,Electronic check,100.2,2983.8,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,1
6680,2020-01-01,,Month-to-month,No,Mailed check,24.0,24.0,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,Yes,0
6682,2018-07-01,,Two year,No,Mailed check,25.6,485.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
6684,2017-12-01,,Two year,Yes,Credit card (automatic),73.5,1905.7,DSL,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,No,0
6686,2018-01-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),74.05,1565.7,Fiber optic,No,Yes,No,No,No,No,Female,0,Yes,Yes,No,1
6688,2015-12-01,,One year,Yes,Electronic check,98.25,4858.7,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,Yes,0
6690,2014-06-01,,One year,Yes,Electronic check,54.4,3723.65,DSL,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,No,No,0
6692,2019-09-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,No,Yes,1
6694,2019-05-01,,Month-to-month,No,Electronic check,103.1,970.45,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
6696,2015-11-01,,Two year,No,Bank transfer (automatic),34.2,1782.0,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,No,0
6698,2019-05-01,,Month-to-month,Yes,Electronic check,43.75,405.7,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
6700,2016-07-01,2019-12-01,One year,Yes,Electronic check,111.95,4534.9,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,Yes,Yes,1
6701,2018-04-01,,Month-to-month,Yes,Electronic check,100.65,2415.95,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,0
6702,2018-01-01,2019-10-01,One year,Yes,Electronic check,55.95,1157.05,DSL,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,No,1
6703,2014-03-01,,Two year,Yes,Bank transfer (automatic),116.05,8297.5,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
6705,2019-10-01,2019-11-01,Month-to-month,No,Electronic check,45.75,45.75,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
6707,2017-12-01,,One year,Yes,Credit card (automatic),82.0,2083.1,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
6709,2014-03-01,,Two year,No,Bank transfer (automatic),65.15,4681.75,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,No,Yes,0
6711,2019-10-01,,Month-to-month,Yes,Credit card (automatic),44.8,176.2,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
6713,2019-02-01,,Month-to-month,Yes,Electronic check,79.8,1001.2,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,Yes,0
6715,2018-08-01,,Month-to-month,Yes,Electronic check,88.85,1594.75,Fiber optic,No,No,No,Yes,Yes,No,Female,0,Yes,No,Yes,0
6717,2019-11-01,,Month-to-month,Yes,Electronic check,74.95,212.4,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
6719,2014-02-01,,One year,Yes,Bank transfer (automatic),106.85,7677.4,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,1,Yes,No,Yes,0
6721,2018-11-01,2019-10-01,Month-to-month,No,Electronic check,74.95,815.5,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,No,1
6723,2019-11-01,2019-12-01,Month-to-month,No,Credit card (automatic),80.15,80.15,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No,1
6725,2019-01-01,,One year,No,Credit card (automatic),19.3,259.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6727,2014-01-01,2020-01-01,One year,Yes,Electronic check,109.25,8109.8,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,1
6729,2016-08-01,,One year,No,Credit card (automatic),56.1,2386.85,DSL,Yes,No,No,No,No,No,Male,0,Yes,No,Yes,0
6731,2018-09-01,,Month-to-month,No,Credit card (automatic),19.7,340.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
6733,2019-07-01,,Month-to-month,Yes,Mailed check,51.3,419.35,DSL,No,Yes,No,No,No,No,Female,1,No,No,No,0
6735,2014-06-01,,Two year,No,Mailed check,118.6,7990.05,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
6736,2015-06-01,,Two year,No,Bank transfer (automatic),24.15,1402.25,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
6738,2016-12-01,,One year,No,Mailed check,20.3,749.35,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
6740,2014-02-01,,Two year,Yes,Electronic check,115.5,8425.15,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
6742,2016-02-01,,One year,No,Credit card (automatic),25.05,1171.5,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
6744,2015-10-01,,Month-to-month,Yes,Electronic check,109.1,5647.95,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,0
6745,2017-03-01,,One year,No,Mailed check,19.65,708.8,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
6747,2014-07-01,,Two year,Yes,Bank transfer (automatic),111.3,7567.2,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
6749,2020-01-01,,Month-to-month,No,Mailed check,29.9,29.9,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,0
6751,2015-09-01,,Month-to-month,Yes,Mailed check,80.6,4348.1,Fiber optic,No,Yes,No,Yes,No,No,Male,0,No,No,No,0
6753,2017-04-01,,Month-to-month,No,Mailed check,20.8,635.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
6755,2019-10-01,2020-01-01,Month-to-month,No,Credit card (automatic),35.2,108.95,DSL,No,No,No,No,Yes,No,Female,0,No,No,No,1
6757,2019-10-01,2019-11-01,Month-to-month,No,Electronic check,78.8,78.8,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,No,No,1
6759,2018-07-01,,Month-to-month,No,Mailed check,89.95,1682.4,Fiber optic,No,No,Yes,Yes,Yes,No,Male,0,No,No,No,0
6761,2015-02-01,,Two year,Yes,Bank transfer (automatic),116.05,6925.9,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,0
6763,2019-03-01,,Two year,No,Credit card (automatic),19.55,223.15,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6765,2015-11-01,2019-10-01,Month-to-month,Yes,Electronic check,106.4,5127.95,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,1
6767,2018-06-01,2019-12-01,Month-to-month,No,Electronic check,49.4,874.8,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,1
6769,2015-02-01,,Two year,No,Credit card (automatic),115.25,6758.45,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
6771,2014-02-01,,Two year,No,Credit card (automatic),24.8,1874.3,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,0
6773,2016-11-01,,One year,No,Mailed check,19.9,791.15,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6775,2015-03-01,,One year,Yes,Credit card (automatic),81.25,4639.45,Fiber optic,Yes,No,Yes,No,No,No,Female,0,Yes,No,No,0
6777,2019-12-01,,Month-to-month,No,Mailed check,69.95,143.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
6779,2019-11-01,2019-12-01,Month-to-month,No,Electronic check,69.1,69.1,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,1
6781,2018-04-01,2019-12-01,Month-to-month,Yes,Electronic check,90.2,1776.55,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,Yes,No,1
6783,2019-05-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,1
6785,2014-03-01,,Two year,Yes,Credit card (automatic),86.4,6172.0,Fiber optic,No,No,Yes,Yes,No,No,Male,0,No,No,Yes,0
6787,2018-02-01,,Month-to-month,No,Mailed check,66.3,1559.45,DSL,Yes,Yes,Yes,No,No,No,Female,0,Yes,No,Yes,0
6789,2014-07-01,,Month-to-month,Yes,Credit card (automatic),94.65,6079.0,Fiber optic,No,No,No,No,Yes,Yes,Male,1,Yes,No,Yes,0
6791,2019-12-01,2020-01-01,Month-to-month,Yes,Mailed check,80.85,80.85,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,1
6793,2016-01-01,2020-01-01,One year,Yes,Mailed check,82.05,4029.95,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,Yes,Yes,1
6795,2017-01-01,,One year,No,Mailed check,72.1,2658.4,DSL,No,Yes,No,Yes,No,Yes,Female,0,Yes,No,Yes,0
6797,2019-03-01,,Month-to-month,No,Mailed check,34.7,383.55,DSL,No,Yes,Yes,No,No,No,Male,0,No,No,No,0
6799,2019-08-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),20.55,51.15,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,1
6801,2018-08-01,,Month-to-month,Yes,Credit card (automatic),95.95,1745.5,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,No,0
6803,2015-12-01,,One year,Yes,Bank transfer (automatic),44.8,2230.85,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
6805,2014-07-01,,One year,Yes,Electronic check,109.4,7281.6,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
7045,2015-04-01,,Two year,No,Mailed check,59.75,3624.35,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
6809,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,78.55,149.55,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,Yes,1
6811,2019-05-01,,Month-to-month,No,Credit card (automatic),19.7,180.7,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6813,2019-04-01,,One year,No,Mailed check,40.25,411.45,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,Yes,No,0
6815,2014-04-01,,Two year,No,Credit card (automatic),19.85,1328.35,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
6817,2019-05-01,,Month-to-month,Yes,Bank transfer (automatic),68.25,576.95,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,No,No,No,0
6819,2019-10-01,,Month-to-month,Yes,Credit card (automatic),20.15,68.45,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
6821,2019-12-01,,Month-to-month,No,Mailed check,50.95,123.05,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,0
6823,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,78.65,78.65,Fiber optic,No,No,No,No,No,Yes,Female,0,No,Yes,No,1
6825,2018-07-01,,Month-to-month,Yes,Bank transfer (automatic),25.15,468.35,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
6826,2019-07-01,,Month-to-month,Yes,Bank transfer (automatic),20.25,174.7,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
6829,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,42.9,42.9,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
6830,2020-01-01,,Month-to-month,No,Electronic check,44.0,44.0,DSL,No,No,No,No,No,No,Male,1,No,No,No,0
6832,2019-05-01,,One year,No,Mailed check,20.25,172.35,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
6834,2019-09-01,2019-12-01,Month-to-month,No,Mailed check,34.25,139.35,DSL,Yes,No,No,Yes,No,No,Female,0,No,No,No,1
6836,2019-01-01,2019-10-01,Month-to-month,No,Mailed check,58.5,539.85,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,1
6838,2019-09-01,,Month-to-month,No,Credit card (automatic),55.8,300.4,DSL,Yes,No,Yes,No,No,No,Female,0,No,No,No,0
6840,2015-06-01,,One year,No,Bank transfer (automatic),88.9,4968.0,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,Yes,No,0
6842,2018-08-01,,Month-to-month,No,Mailed check,57.65,992.7,DSL,Yes,No,No,No,No,No,Female,0,No,Yes,Yes,0
6844,2015-12-01,2020-01-01,Month-to-month,Yes,Electronic check,96.2,4718.25,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,1
6846,2014-04-01,,Two year,No,Mailed check,79.15,5536.5,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,Yes,0
6847,2014-02-01,,Two year,Yes,Credit card (automatic),108.05,7806.6,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
6849,2019-04-01,2019-10-01,Month-to-month,No,Electronic check,74.4,434.1,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,No,1
6851,2018-09-01,,Month-to-month,Yes,Electronic check,94.8,1563.9,Fiber optic,No,No,No,No,Yes,Yes,Male,1,Yes,No,Yes,0
6853,2017-09-01,,Month-to-month,Yes,Electronic check,45.9,1332.4,DSL,No,No,No,No,Yes,Yes,Male,0,Yes,No,No,0
6855,2019-07-01,2020-01-01,Month-to-month,Yes,Electronic check,105.3,545.2,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,1
6857,2014-11-01,,Two year,No,Electronic check,102.6,6296.75,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
6860,2018-06-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),73.85,1284.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,1
6862,2015-03-01,,One year,Yes,Bank transfer (automatic),61.35,3645.5,DSL,No,No,Yes,No,No,Yes,Male,0,No,No,No,0
6864,2019-11-01,,Month-to-month,No,Electronic check,57.55,161.45,DSL,No,No,Yes,No,Yes,No,Female,0,No,No,No,0
6866,2019-06-01,,Month-to-month,Yes,Mailed check,29.25,226.95,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,0
6868,2019-03-01,2019-10-01,Month-to-month,Yes,Electronic check,84.55,646.85,Fiber optic,No,No,No,No,No,Yes,Female,1,Yes,No,Yes,1
6870,2014-06-01,,Two year,No,Credit card (automatic),19.6,1441.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
6872,2014-06-01,,Two year,No,Credit card (automatic),111.75,7511.3,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
6874,2015-10-01,,One year,Yes,Electronic check,106.5,5621.85,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,0
6876,2014-02-01,,Two year,Yes,Credit card (automatic),107.7,7919.8,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
6878,2017-06-01,,One year,No,Mailed check,19.3,593.2,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
6880,2014-02-01,,Two year,No,Bank transfer (automatic),20.05,1423.65,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
6882,2020-01-01,,Month-to-month,Yes,Credit card (automatic),69.95,69.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
6884,2016-08-01,,One year,No,Credit card (automatic),63.7,2763.35,DSL,Yes,No,No,Yes,No,Yes,Male,0,Yes,Yes,No,0
6886,2017-10-01,2019-11-01,Two year,No,Credit card (automatic),24.75,692.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
6888,2016-05-01,,Month-to-month,Yes,Bank transfer (automatic),50.9,2298.55,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,0
6890,2016-07-01,,One year,Yes,Credit card (automatic),60.4,2640.55,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
6892,2017-01-01,,One year,No,Mailed check,79.25,2911.8,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
6894,2018-05-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),85.8,1727.5,Fiber optic,No,No,No,No,No,Yes,Female,1,No,No,Yes,1
6896,2019-09-01,2020-01-01,Month-to-month,Yes,Electronic check,24.45,86.6,DSL,No,No,No,No,No,No,Female,0,No,No,No,1
6898,2014-11-01,,Two year,Yes,Credit card (automatic),110.1,6705.7,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
6900,2019-11-01,,Month-to-month,No,Mailed check,90.7,237.65,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,No,0
6902,2014-08-01,,Two year,Yes,Credit card (automatic),25.3,1672.35,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
6904,2017-08-01,2019-12-01,Month-to-month,Yes,Electronic check,105.7,2979.5,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,1
6906,2019-06-01,,Month-to-month,No,Electronic check,85.2,695.75,Fiber optic,No,No,No,No,No,Yes,Female,1,No,No,Yes,0
6908,2014-03-01,,Two year,No,Mailed check,24.35,1654.6,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,0
6910,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,24.25,24.25,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
6912,2014-02-01,,Two year,No,Bank transfer (automatic),25.1,1857.85,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
6914,2018-10-01,,Month-to-month,Yes,Bank transfer (automatic),54.55,825.1,DSL,Yes,Yes,No,No,No,No,Male,1,Yes,No,No,0
6916,2014-08-01,,Two year,No,Mailed check,96.6,6424.25,Fiber optic,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,No,Yes,0
6918,2019-02-01,2020-01-01,Month-to-month,Yes,Electronic check,76.5,837.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
6920,2015-11-01,,One year,Yes,Credit card (automatic),81.15,4126.2,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,No,No,Yes,0
6922,2019-06-01,,Month-to-month,Yes,Electronic check,38.5,330.8,DSL,Yes,No,No,No,No,Yes,Female,0,No,Yes,No,0
6924,2018-12-01,,Month-to-month,Yes,Electronic check,92.9,1337.45,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,No,0
6926,2019-07-01,2019-11-01,Month-to-month,Yes,Electronic check,93.5,362.2,Fiber optic,No,Yes,No,Yes,No,Yes,Female,0,No,No,Yes,1
6928,2014-04-01,,Two year,No,Mailed check,84.7,5991.05,DSL,Yes,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,0
6930,2014-04-01,,Two year,No,Electronic check,66.0,4891.5,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,Yes,Yes,0
6932,2015-06-01,2019-12-01,One year,Yes,Credit card (automatic),101.5,5373.1,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,Yes,No,Yes,1
6935,2017-09-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),74.9,2068.55,Fiber optic,Yes,No,No,No,No,No,Male,0,No,Yes,No,1
6937,2018-02-01,,Two year,No,Mailed check,20.75,487.05,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6939,2014-05-01,,Two year,Yes,Credit card (automatic),61.45,4131.2,DSL,No,Yes,No,No,No,Yes,Female,0,Yes,No,No,0
6941,2016-08-01,,Month-to-month,No,Mailed check,54.5,2301.15,DSL,Yes,Yes,No,No,No,No,Male,0,Yes,Yes,No,0
6943,2019-08-01,2019-10-01,Month-to-month,Yes,Electronic check,69.6,131.65,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,1
6945,2016-11-01,,Month-to-month,Yes,Electronic check,99.75,4036.0,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,No,No,Yes,0
6947,2016-05-01,,Two year,Yes,Bank transfer (automatic),109.75,4900.65,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
6949,2014-02-01,,Two year,Yes,Bank transfer (automatic),80.85,5727.45,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,Yes,0
6951,2016-12-01,,Two year,No,Mailed check,20.3,743.05,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
6953,2014-02-01,,Two year,Yes,Bank transfer (automatic),67.8,4804.65,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,No,Yes,0
6955,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,24.05,24.05,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
6957,2014-02-01,,Two year,Yes,Credit card (automatic),19.8,1414.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
6959,2015-07-01,,Two year,No,Bank transfer (automatic),25.7,1443.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,0
6961,2015-11-01,,One year,Yes,Electronic check,56.15,2898.95,DSL,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
6963,2014-11-01,,Two year,Yes,Bank transfer (automatic),86.7,5309.5,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
6965,2020-01-01,,Month-to-month,No,Mailed check,20.4,20.4,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
6967,2018-03-01,,Two year,Yes,Mailed check,19.65,451.55,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
6968,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,50.55,50.55,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,1
6970,2019-12-01,,Month-to-month,Yes,Mailed check,54.35,117.05,DSL,No,No,No,Yes,No,No,Female,0,No,No,Yes,0
7024,2015-03-01,,Two year,No,Mailed check,25.45,1534.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
7025,2015-02-01,,Two year,No,Mailed check,20.6,1093.0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
7027,2019-07-01,,Month-to-month,Yes,Electronic check,94.1,701.3,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,0
7029,2015-03-01,,One year,No,Mailed check,34.8,1980.3,DSL,Yes,No,Yes,No,No,No,Male,0,Yes,Yes,No,0
7031,2016-04-01,,Two year,Yes,Bank transfer (automatic),60.75,2893.4,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
7033,2019-09-01,,Month-to-month,Yes,Electronic check,51.35,262.3,DSL,No,Yes,No,No,No,No,Male,0,No,No,No,0
7035,2015-03-01,,Two year,Yes,Credit card (automatic),64.05,3886.85,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,1,Yes,No,No,0
7037,2014-04-01,,Two year,Yes,Bank transfer (automatic),84.8,5917.55,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
7039,2018-11-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),71.0,914.0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
7041,2016-06-01,,Month-to-month,Yes,Mailed check,50.15,2139.1,DSL,No,No,No,No,No,No,Female,0,No,No,Yes,0
7043,2014-10-01,,Two year,Yes,Credit card (automatic),94.6,5948.7,Fiber optic,Yes,No,Yes,No,Yes,No,Female,0,Yes,No,Yes,0
8981,2019-06-01,2019-11-01,Month-to-month,No,Credit card (automatic),19.85,108.05,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
8983,2016-09-01,,One year,No,Mailed check,35.45,1391.65,DSL,No,Yes,No,Yes,No,No,Female,0,Yes,No,No,0
8985,2014-02-01,,Two year,No,Credit card (automatic),19.7,1379.8,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
